1855,0,0,0,3,2 Full+ 1 Half,2,72'8" x 51'0",Basement|Crawlspace|Slab,Main,Main,1855,351001,http://www.ultimateplans.com/UploadedFiles/HomePlans/351001-FP.gif,http://www.ultimateplans.com/UploadedFiles/HomePlans/351001-FPU.gif,
1380,0,0,0,3,2 Full,2,48'0" x 43'4",Basement|Crawlspace|Slab|Walk-out,Main,,1380,131014,http://www.ultimateplans.com/UploadedFiles/HomePlans/131014-FP-E.gif,
1751,0,0,0,3,2 Full,2,64'0" x 45'10",Basement|Crawlspace|Slab,Main,Main,1751,351003,http://www.ultimateplans.com/UploadedFiles/HomePlans/351003-FP-E.gif,
1751,0,0,0,3,2 Full,2,64'0" x 45'10",Basement|Crawlspace|Slab,Main,Main,1751,351002,http://www.ultimateplans.com/UploadedFiles/HomePlans/351002-FP-E.gif,
2184,0,0,0,3,3 Full,2,71'2" x 58'1",Basement|Crawlspace|Slab|Walk-out,Main,Main,2184,101011,http://www.ultimateplans.com/UploadedFiles/HomePlans/101011-FP-E.gif,
1813,885,0,0,5,3 Full,2,70'2" x 51'4",Basement|Crawlspace|Slab|Walk-out,Main,Main,2698,151014,http://www.ultimateplans.com/UploadedFiles/HomePlans/151014-FP-E.gif,http://www.ultimateplans.com/UploadedFiles/HomePlans/151014-FPU-E.gif,
2002,0,0,0,3,2 Full,2,64'6" x 61'4",Basement|Crawlspace|Slab,Main,Main,2002,351008,http://www.ultimateplans.com/UploadedFiles/HomePlans/351008-FP-E.gif,
1709,0,0,0,3,2 Full+ 1 Half,2,70'1" x 60'7",Basement|Crawlspace|Slab|Walk-out,Main,Main,1709,131002,http://www.ultimateplans.com/UploadedFiles/HomePlans/131002-FP-E.gif,
1992,0,0,0,3,3 Full,2,66'2" x 62'0",Basement|Crawlspace|Slab,Main,Main,1992,101022,http://www.ultimateplans.com/UploadedFiles/HomePlans/101022-FP.gif,
2526,0,0,0,4,3 Full,2,65'0" x 56'8",Basement|Crawlspace|Slab,Main,Main,2526,241008,http://www.ultimateplans.com/UploadedFiles/HomePlans/241008-FP-E.gif,
2107,0,0,0,4,2 Full+ 1 Half,2,64'8" x 62'1",Basement|Crawlspace|Slab,Main,Main,2107,151004,http://www.ultimateplans.com/UploadedFiles/HomePlans/151004-FP.jpg,
1626,475,0,0,3,2 Full+ 1 Half,2,59'4" x 58'8",Basement|Crawlspace,Main,Main,2101,161016,http://www.ultimateplans.com/UploadedFiles/HomePlans/161016-FP-E.gif,http://www.ultimateplans.com/UploadedFiles/HomePlans/161016-FPU-E.gif,
1721,0,0,0,3,2 Full,3,83'0" x 42'0",Crawlspace|Slab|Walk-out,Main,Main,1721,321001,http://www.ultimateplans.com/UploadedFiles/HomePlans/321001-FP-E.gif,
1232,951,0,0,3,2 Full+ 1 Half,2,56'4" x 44'0",Basement|Crawlspace|Slab,Upper,Main,2183,181085,http://www.ultimateplans.com/UploadedFiles/HomePlans/181085-FPL.jpg,http://www.ultimateplans.com/UploadedFiles/HomePlans/181085-FPU.jpg,
1253,0,0,0,3,2 Full,2,61'3" x 40'6",Crawlspace|Slab,Main,Main,1253,251001,http://www.ultimateplans.com/UploadedFiles/HomePlans/251001-FP-E.gif,
1852,0,0,0,3,2 Full+ 1 Half,2,78'0" x 49'6",Basement|Crawlspace|Slab,Main,Main,1852,351004,http://www.ultimateplans.com/UploadedFiles/HomePlans/351004-FP-E.gif,http://www.ultimateplans.com/UploadedFiles/HomePlans/351004-FPU-E.gif,
1107,1243,0,0,3,2 Full+ 1 Half,2,58'0" x 33'0",Basement|Crawlspace|Slab,Upper,Main,2350,181081,http://www.ultimateplans.com/UploadedFiles/HomePlans/181081-FP-E.gif,http://www.ultimateplans.com/UploadedFiles/HomePlans/181081-FPU-E.gif,
1800,0,0,0,3,2 Full,2,89'0" x 49'4",Basement|Crawlspace|Slab,Main,Main,1800,151196,http://www.ultimateplans.com/UploadedFiles/HomePlans/151196-FP-E.gif,
2444,0,0,0,3,2 Full+ 1 Half,2,67'0" x 66'0",Basement|Crawlspace|Slab|Walk-out,Main,Main,2444,151002,http://www.ultimateplans.com/UploadedFiles/HomePlans/151002-FP-E.gif,
1926,0,0,0,3,2 Full+ 1 Half,2,69'8" x 46'0",Basement|Crawlspace|Slab|Walk-out,Main,Main,1926,221015,http://www.ultimateplans.com/UploadedFiles/HomePlans/221015-FP-E.gif,
2483,0,0,0,3,2 Full,2,69'0" x 53'8",Basement,Main,Main,2483,321005,http://www.ultimateplans.com/UploadedFiles/HomePlans/321005-FP-E.gif,
3084,0,0,0,4,3 Full+ 1 Half,2,74'0" x 72'0",Crawlspace|Slab,Main,Main,3084,171013,http://www.ultimateplans.com/UploadedFiles/HomePlans/171013-FP.jpg,http://www.ultimateplans.com/UploadedFiles/HomePlans/171013-FPU.jpg,
2695,0,0,0,3,2 Full+ 1 Half,2,76'0" x 55'2",Basement,Main,Main,2695,321007,http://www.ultimateplans.com/UploadedFiles/HomePlans/321007-FP.jpg,
2156,0,0,0,4,3 Full,2,62'0" x 72'0",Basement|Crawlspace|Slab,,Main,2156,191001,http://www.ultimateplans.com/UploadedFiles/HomePlans/191001-FP-E.gif,
